Tara Oceans ID,BioSamples ID,(ENA accession #),Station,Depth,Filter,Input_Reads,Assembl,Contigs,Mean Size (bp),N50 (bp),Accession Number (run),Related biomolecular data,Sample Code
TARA_N000001426,SAMEA2732468,ERS490836,TARA_81,DCM,20 - 180,553M,54 %,811166,762bp,1328bp,"ERR1740129,ERR1740122",http://www.ebi.ac.uk/ena/data/view/ERS490836,81DCM1QQSS14
TARA_N000001430,SAMEA2732530,ERS490841,TARA_81,DCM,5 - 20,518M,42 %,1569637,509bp,670bp,"ERR1740120,ERR1740121",http://www.ebi.ac.uk/ena/data/view/ERS490841,81DCM1MMQQ14
TARA_N000001436,SAMEA2621362,ERS490817,TARA_81,SRF,0.8 - 5,467M,22 %,1025985,547bp,722bp,"ERR1740127,ERR1740138",http://www.ebi.ac.uk/ena/data/view/ERS490817,81SUR1GGMM14
TARA_N000001428,SAMEA2732891,ERS490871,TARA_81,SRF,20 - 180,426M,56 %,617123,691bp,1031bp,"ERR1739839,ERR1739838",http://www.ebi.ac.uk/ena/data/view/ERS490871,81SUR1QQSS14
TARA_N000001384,SAMEA2621436,ERS490941,TARA_82,DCM,0.8 - 2000,405M,47 %,607330,614bp,840bp,"ERR1711935,ERR1712021",http://www.ebi.ac.uk/ena/data/view/ERS490941,82DCM1GGZZ14
TARA_N000001400,SAMEA2657035,ERS490922,TARA_82,DCM,180 - 2000,343M,60 %,445187,780bp,1310bp,"ERR1712128,ERR1712106",http://www.ebi.ac.uk/ena/data/view/ERS490922,82DCM1SSUU14
TARA_N000001396,SAMEA2621440,ERS490945,TARA_82,DCM,20 - 150,333M,58 %,659917,438bp,521bp,"ERR1712008,ERR1711956",http://www.ebi.ac.uk/ena/data/view/ERS490945,82DCM01QQRR14
TARA_N000001382,SAMEA2621410,ERS490894,TARA_82,SRF,0.8 - 2000,393M,44 %,601887,562bp,749bp,"ERR1712153,ERR1712086",http://www.ebi.ac.uk/ena/data/view/ERS490894,82SUR2GGZZ14
TARA_N000001386,SAMEA2621412,ERS490896,TARA_82,SRF,0.8 - 5,399M,47 %,976730,690bp,1046bp,"ERR1719149,ERR1719424",http://www.ebi.ac.uk/ena/data/view/ERS490896,82SUR1GGMM14
TARA_N000001398,SAMEA2656994,ERS490905,TARA_82,SRF,180 - 2000,443M,63 %,444970,870bp,1549bp,"ERR1712123,ERR1711892",http://www.ebi.ac.uk/ena/data/view/ERS490905,82SUR1SSUU14
TARA_N000001394,SAMEA2657078,ERS490911,TARA_82,SRF,20 - 180,330M,56 %,712958,391bp,441bp,"ERR1712129,ERR1712204",http://www.ebi.ac.uk/ena/data/view/ERS490911,82SUR2QQSS14
TARA_N000001390,SAMEA2657104,ERS490915,TARA_82,SRF,5 - 20,360M,61 %,1072368,460bp,542bp,"ERR1712194,ERR1712085",http://www.ebi.ac.uk/ena/data/view/ERS490915,82SUR1MMQQ14
TARA_N000001372,SAMEA2621468,ERS490975,TARA_83,SRF,0.8 - 2000,266M,44 %,393784,583bp,761bp,"ERR1712127,ERR1712231",http://www.ebi.ac.uk/ena/data/view/ERS490975,83SUR4GGZZ14
TARA_N000001374,SAMEA2621470,ERS490977,TARA_83,SRF,0.8 - 5,392M,41 %,997648,513bp,676bp,"ERR1740125,ERR1740126",http://www.ebi.ac.uk/ena/data/view/ERS490977,83SUR1GGMM14
TARA_N000001380,SAMEA2732412,ERS490995,TARA_83,SRF,180 - 2000,338M,66 %,293004,1054bp,2021bp,"ERR1740119,ERR1740128",http://www.ebi.ac.uk/ena/data/view/ERS490995,83SUR1SSUU14
TARA_N000001377,SAMEA2621475,ERS490982,TARA_83,SRF,5 - 20,309M,67 %,287147,676bp,958bp,"ERR1712071,ERR1712191",http://www.ebi.ac.uk/ena/data/view/ERS490982,83SUR1MMQQ14
TARA_N000001006,SAMEA2621496,ERS491010,TARA_84,SRF,0.8 - 2000,411M,31 %,880117,618bp,896bp,"ERR1719162,ERR1719157",http://www.ebi.ac.uk/ena/data/view/ERS491010,84SUR1GGZZ14
TARA_N000001438,SAMEA2621498,ERS491012,TARA_84,SRF,0.8 - 5,369M,50 %,745444,553bp,737bp,"ERR1711865,ERR1712028",http://www.ebi.ac.uk/ena/data/view/ERS491012,84SUR1GGMM14
TARA_N000001362,SAMEA2657049,ERS491021,TARA_84,SRF,180 - 2000,514M,59 %,443843,914bp,1631bp,"ERR1719196,ERR1719483",http://www.ebi.ac.uk/ena/data/view/ERS491021,84SUR1SSUU14
TARA_N000001442,SAMEA2657033,ERS491028,TARA_84,SRF,20 - 180,402M,41 %,1091445,572bp,800bp,"ERR1719148,ERR1719491",http://www.ebi.ac.uk/ena/data/view/ERS491028,84SUR1QQSS14
TARA_N000001440,SAMEA2657096,ERS491032,TARA_84,SRF,5 - 20,355M,54 %,482236,762bp,1306bp,"ERR1712238,ERR1712161",http://www.ebi.ac.uk/ena/data/view/ERS491032,84SUR2MMQQ14
TARA_N000001026,SAMEA2621542,ERS491101,TARA_85,DCM,0.8 - 2000,469M,32 %,970983,574bp,801bp,"ERR1719272,ERR1719345",http://www.ebi.ac.uk/ena/data/view/ERS491101,85DCM1GGZZ14
TARA_N000001030,SAMEA2621544,ERS491103,TARA_85,DCM,0.8 - 5,428M,55 %,712033,676bp,972bp,"ERR1712166,ERR1712195",http://www.ebi.ac.uk/ena/data/view/ERS491103,85DCM1GGMM14
TARA_N000001042,SAMEA2657068,ERS491078,TARA_85,DCM,180 - 2000,359M,64 %,416790,871bp,1571bp,"ERR1740134,ERR1740137",http://www.ebi.ac.uk/ena/data/view/ERS491078,85DCM1SSUU14
TARA_N000001019,SAMEA2732536,ERS491081,TARA_85,DCM,20 - 180,403M,44 %,627163,599bp,856bp,"ERR1719469,ERR1719246",http://www.ebi.ac.uk/ena/data/view/ERS491081,85DCM1QQSS14
TARA_N000001034,SAMEA2656966,ERS491086,TARA_85,DCM,5 - 20,343M,55 %,742197,508bp,648bp,"ERR1711957,ERR1712160",http://www.ebi.ac.uk/ena/data/view/ERS491086,85DCM1MMQQ14
TARA_N000001024,SAMEA2621520,ERS491055,TARA_85,SRF,0.8 - 2000,453M,42 %,1044362,547bp,744bp,"ERR1740117,ERR1740115",http://www.ebi.ac.uk/ena/data/view/ERS491055,85SUR1GGZZ14
TARA_N000001029,SAMEA2621523,ERS491058,TARA_85,SRF,0.8 - 5,470M,44 %,971788,624bp,904bp,"ERR1740133,ERR1740130",http://www.ebi.ac.uk/ena/data/view/ERS491058,85SUR2GGMM14
TARA_N000001040,SAMEA2656979,ERS491070,TARA_85,SRF,180 - 2000,470M,67 %,508653,803bp,1280bp,"ERR1740136,ERR1740124",http://www.ebi.ac.uk/ena/data/view/ERS491070,85SUR1SSUU14
TARA_N000001017,SAMEA2732415,ERS491073,TARA_85,SRF,20 - 180,491M,48 %,547834,667bp,998bp,"ERR1740135,ERR1740139",http://www.ebi.ac.uk/ena/data/view/ERS491073,85SUR1QQSS14
TARA_X000001040,SAMEA2619551,ERS488150,TARA_9,DCM,0.8 - 5,295M,34 %,151407,372bp,394bp,"ERR1712097,ERR1712075",http://www.ebi.ac.uk/ena/data/view/ERS488150,9DCM1GGMM14
TARA_X000001043,SAMEA2619554,ERS488153,TARA_9,DCM,5 - 20,295M,42 %,426924,439bp,519bp,"ERR1712007,ERR1712206",http://www.ebi.ac.uk/ena/data/view/ERS488153,9DCM1MMQQ14
TARA_X000000954,SAMEA2619534,ERS488122,TARA_9,SRF,0.8 - 5,123M,1 %,28468,401bp,432bp,"ERR1711995,ERR1711932",http://www.ebi.ac.uk/ena/data/view/ERS488122,9SUR1GGMM14
TARA_X000001006,SAMEA2657011,ERS488134,TARA_9,SRF,180 - 2000,324M,52 %,366099,644bp,949bp,"ERR1711922,ERR1712200",http://www.ebi.ac.uk/ena/data/view/ERS488134,9SUR1SSUU14
TARA_N000001309,SAMEA2621768,ERS491394,TARA_92,SRF,0.8 - 2000,573M,43 %,1327763,543bp,789bp,"ERR1719223,ERR1719276",http://www.ebi.ac.uk/ena/data/view/ERS491394,92SUR1GGZZ14
TARA_N000001299,SAMEA2621772,ERS491398,TARA_92,SRF,0.8 - 5,477M,49 %,868123,740bp,1139bp,"ERR1719503,ERR1719329",http://www.ebi.ac.uk/ena/data/view/ERS491398,92SUR1GGMM14
TARA_N000001305,SAMEA2732583,ERS491407,TARA_92,SRF,180 - 2000,440M,68 %,614709,779bp,1248bp,"ERR1719354,ERR1719457",http://www.ebi.ac.uk/ena/data/view/ERS491407,92SUR1SSUU14
TARA_N000001303,SAMEA2732628,ERS491412,TARA_92,SRF,20 - 180,451M,53 %,658588,494bp,669bp,"ERR1719468,ERR1719360",http://www.ebi.ac.uk/ena/data/view/ERS491412,92SUR1QQSS14
TARA_N000001301,SAMEA2732696,ERS491417,TARA_92,SRF,5 - 20,536M,49 %,1471758,507bp,662bp,"ERR1719215,ERR1719444",http://www.ebi.ac.uk/ena/data/view/ERS491417,92SUR1MMQQ14
TARA_N000001111,SAMEA2621823,ERS491474,TARA_93,DCM,0.8 - 5,536M,30 %,1458882,594bp,847bp,"ERR1719386,ERR1719265",http://www.ebi.ac.uk/ena/data/view/ERS491474,93DCM1GGMM14
TARA_N000001123,SAMEA2732245,ERS491460,TARA_93,DCM,180 - 2000,458M,53 %,301349,518bp,757bp,"ERR1719496,ERR1719250",http://www.ebi.ac.uk/ena/data/view/ERS491460,93DCM1SSUU14
TARA_N000001098,SAMEA2621832,ERS491483,TARA_93,DCM,5 - 20,296M,71 %,315467,895bp,1399bp,ERR1712013,http://www.ebi.ac.uk/ena/data/view/ERS491483,93DCM3MMQQ14
TARA_N000001290,SAMEA2621793,ERS491435,TARA_93,SRF,0.8 - 2000,407M,67 %,504423,757bp,1275bp,"ERR1719477,ERR1719206",http://www.ebi.ac.uk/ena/data/view/ERS491435,93SUR01GGZZ14
TARA_N000001306,SAMEA2621789,ERS491431,TARA_93,SRF,0.8 - 2000,139M,1 %,55421,339bp,341bp,"ERR1711938,ERR1712009",http://www.ebi.ac.uk/ena/data/view/ERS491431,93SUR1GGZZ14
TARA_N000001296,SAMEA2621791,ERS491433,TARA_93,SRF,0.8 - 5,371M,17 %,332879,707bp,1233bp,"ERR1712103,ERR1711965",http://www.ebi.ac.uk/ena/data/view/ERS491433,93SUR2GGMM14
TARA_N000001288,SAMEA2732192,ERS491455,TARA_93,SRF,180 - 2000,439M,54 %,588665,686bp,1074bp,"ERR1719320,ERR1719212",http://www.ebi.ac.uk/ena/data/view/ERS491455,93SUR1SSUU14
TARA_N000001292,SAMEA2621795,ERS491437,TARA_93,SRF,5 - 20,356M,53 %,443415,783bp,1284bp,"ERR1719317,ERR1719513",http://www.ebi.ac.uk/ena/data/view/ERS491437,93SUR1MMQQ14
TARA_N000001561,SAMEA2622035,ERS491754,TARA_98,DCM,0.8 - 5,395M,48 %,377343,708bp,1131bp,"ERR1712093,ERR1712225",http://www.ebi.ac.uk/ena/data/view/ERS491754,98DCM2GGMM14
TARA_N000001594,SAMEA2657031,ERS491798,TARA_98,DCM,180 - 2000,366M,35 %,825631,537bp,710bp,ERR1719219,http://www.ebi.ac.uk/ena/data/view/ERS491798,98DCM1SSUU14
TARA_N000001584,SAMEA2657023,ERS491799,TARA_98,DCM,20 - 180,501M,34 %,939524,622bp,896bp,"ERR1719479,ERR1719510",http://www.ebi.ac.uk/ena/data/view/ERS491799,98DCM1QQSS14
TARA_N000001580,SAMEA2622039,ERS491758,TARA_98,DCM,5 - 20,99M,33 %,739426,374bp,408bp,"ERR1712108,ERR1711974",http://www.ebi.ac.uk/ena/data/view/ERS491758,98DCM1MMQQ14
TARA_N000001590,SAMEA2622067,ERS491786,TARA_98,MES,0.8 - 3,308M,41 %,906881,420bp,460bp,"ERR1711900,ERR1711964",http://www.ebi.ac.uk/ena/data/view/ERS491786,98MES1GGKK14
TARA_N000001586,SAMEA2656959,ERS491732,TARA_98,SRF,180 - 2000,454M,56 %,846615,630bp,945bp,"ERR1719368,ERR1719184",http://www.ebi.ac.uk/ena/data/view/ERS491732,98SUR1SSUU14
TARA_N000001582,SAMEA2656984,ERS491736,TARA_98,SRF,20 - 180,495M,37 %,1000713,556bp,769bp,"ERR1719433,ERR1719492",http://www.ebi.ac.uk/ena/data/view/ERS491736,98SUR1QQSS14
TARA_N000001578,SAMEA2622012,ERS491721,TARA_98,SRF,5 - 20,426M,49 %,1715631,389bp,423bp,"ERR1711941,ERR1711879",http://www.ebi.ac.uk/ena/data/view/ERS491721,98SUR1MMQQ14
